epoch,train_time_s,lr_G,train/G_L1,train/G_NCE,train/G_NCE_L0,train/G_NCE_L1,train/G_NCE_L2,train/G_NCE_L3,train/G_NCE_L4,train/G_total,val/mae_norm,val/mae_norm__n,val/mae_norm/brain,val/mae_norm/spine,val/mae_norm/abdomen,val/mae_norm/musculoskeletal,val/mae_norm__macro,val/mae_hu,val/mae_hu__n,val/mae_hu/brain,val/mae_hu/spine,val/mae_hu/abdomen,val/mae_hu/musculoskeletal,val/mae_hu__macro,val/psnr,val/psnr__n,val/psnr/brain,val/psnr/spine,val/psnr/abdomen,val/psnr/musculoskeletal,val/psnr__macro,val/ssim,val/ssim__n,val/ssim/brain,val/ssim/spine,val/ssim/abdomen,val/ssim/musculoskeletal,val/ssim__macro,val/mae_band_soft,val/mae_band_soft__n,val/mae_band_soft/spine,val/mae_band_soft/abdomen,val/mae_band_soft/musculoskeletal,val/mae_band_soft__macro,val/mae_band_bone,val/mae_band_bone__n,val/mae_band_bone/spine,val/mae_band_bone/abdomen,val/mae_band_bone/musculoskeletal,val/mae_band_bone__macro,val/dice_bone,val/dice_bone__n,val/dice_bone/spine,val/dice_bone/abdomen,val/dice_bone/musculoskeletal,val/dice_bone__macro,val/n_samples,val/n_bone_eligible,is_best,train/D_real,train/D_fake,train/D_acc_real,train/D_acc_fake,train/D_score_real,train/D_score_fake,train/D_total,train/G_GAN
10,53.6,0.0002,0.19802463132710685,2.854407962163289,5.220083606810797,3.870544561885652,2.5221288925125487,1.6926574704192934,0.9666250375055131,23.024222237723215,0.11931390597120575,230,0.1243116748584828,0.19802761243449318,0.1329755811615193,0.07739493423806769,0.13317745067314074,38.10501991082793,230,9.944933988678624,99.01380621724658,53.190232464607725,38.697467119033846,50.21160994739169,14.612429688367898,230,13.223523650315437,11.70599284975065,14.32276877411993,17.326686584592697,14.144742964694679,0.4299026780802271,230,0.42271713597673766,0.23144353760613334,0.37649699221266075,0.5605533963867596,0.3978027655455728,44.60018168155502,159,91.88546752929688,49.49260423538533,28.788480026381357,56.722183930354525,105.8353026894962,153,100.76581488715277,101.2446923997667,114.33123447276928,105.44724725322959,0.3741468172520399,158,0.4321695930427975,0.34060771771250886,0.4219735513356599,0.39825028736365536,230,159,True,0.16809358742265473,0.165356386665787,0.712597899493717,0.7256587487601098,0.5600330171130953,0.33705880301339286,0.16672498707969982,0.36735121018829797
11,53.1,0.0002,0.19418812628303256,2.8320240463529314,5.224515356336322,3.870254197574797,2.4798216802733286,1.6503471610091982,0.9351815826836086,22.72973868960426,0.11840944000236366,230,0.12254299223423004,0.19926087061564127,0.1322950374414312,0.07686673922996436,0.1327414098803167,37.9099139995549,230,9.803439378738403,99.63043530782063,52.918014976572486,38.433369614982176,50.196314819528425,14.620226982285208,230,13.222983357906344,11.63941550204601,14.335895072516312,17.348062699630358,14.136589158024755,0.43188492934341016,230,0.4279060256733021,0.23118065132035148,0.3776160113989039,0.56027991058571,0.3992456497445669,44.34310285100397,159,92.63628472222223,49.204642153800805,28.421257649149215,56.75406150839075,107.95871657327889,153,101.67679002549913,103.03439983791775,117.21289889017741,107.30802958453143,0.3747719897405256,158,0.4355151851971944,0.3453689325363078,0.4150846918875521,0.3986562698736848,230,159,True,0.11523914684851964,0.11956176913032929,0.8163690655004411,0.8059391714277722,0.6516217912946428,0.24731786364600772,0.11740045788742247,0.4789020271528335
12,53.1,0.0002,0.18984127051773525,2.8173465524400982,5.234645729973202,3.8700335309618996,2.429975746359144,1.6336780020168848,0.9183995217084885,22.322394661676316,0.11782003571481808,230,0.12131392084796663,0.2007913738489151,0.13174023645672392,0.07668955790411149,0.1326337722644293,37.79723810793265,230,9.705113667837331,100.39568692445755,52.69609458268957,38.34477895205574,50.285418531760044,14.612644808089346,230,13.193902620690002,11.560061299308956,14.344249226789014,17.352522156778782,14.112683825891688,0.4329064112642537,230,0.4318800908578953,0.23060493336783516,0.3781365730026935,0.5586554620947156,0.3998192648307849,44.16520884651808,159,93.84606085883246,48.92360675081294,28.193475433758326,56.987714347801244,110.17512459848442,153,101.58732096354167,105.2099075741238,119.88178691157589,108.89300514974713,0.37538876252461084,158,0.4408092366324531,0.3494004477608077,0.40909998653964563,0.3997698903109688,230,159,True,0.11103699127478259,0.11448052498024135,0.8339781964109058,0.8235509467976434,0.6694452194940477,0.22960418746584937,0.11275875841577848,0.5209212413855961
13,53.1,0.0002,0.18696525139468056,2.8164237397057668,5.246095802670434,3.871681429090954,2.4519972261928378,1.603754263548624,0.9085897198745183,22.040234674726214,0.11736076087083505,230,0.12033347638560013,0.20225236647658879,0.13137073909982722,0.07643173934359636,0.13259708032640313,37.7098186382133,230,9.62667811084801,101.12618323829439,52.548295639930885,38.21586967179818,50.379256665217866,14.605640635378611,230,13.172107685137242,11.484047101736603,14.344046486481,17.363944765133805,14.091036509622162,0.433759422470694,230,0.43501765501331274,0.23021624982357025,0.3789275567582313,0.5569156621183667,0.4002692809283703,44.04317119286495,159,95.04795159233942,48.702814751483025,28.02442979812622,57.25839871398289,111.71965652665281,153,100.97817484537761,107.09162415398492,121.22329076131184,109.76436325355813,0.3772246744159515,158,0.4434199151065614,0.3523276175788425,0.40894405944272877,0.4015638640427109,230,159,True,0.09566154501267841,0.1010649300402119,0.8560330896150499,0.8433664235330763,0.6885928199404762,0.21016395205543154,0.09836323727809247,0.5272857428306625
14,53.0,0.0002,0.18606468566826412,2.872713544255211,5.24934648559207,3.989089660417466,2.4833602763357616,1.688619216566994,0.9531518995761872,22.024476668948218,0.11715826988220215,230,0.11942641730879394,0.20340682400597465,0.13176554774350308,0.07590184892926898,0.13262515949688516,37.71003966746123,230,9.554113384703514,101.70341200298733,52.70621909740123,37.95092446463449,50.478667237431644,14.589669974864714,230,13.1497591974997,11.422876755647186,14.309437659537352,17.394610007126246,14.069170904952621,0.43499814790228136,230,0.43798536335078764,0.22969529198275673,0.3785456314365915,0.5589654685131141,0.4012979388208125,44.08811365883305,159,95.66897583007812,48.820021690206325,27.855486614363535,57.44816137821599,113.00260182299645,153,101.9061525132921,108.92102542453343,121.65463737205222,110.82727176995924,0.3806172390822085,158,0.44077079660362667,0.3548688784320938,0.4147802187807181,0.40347329793881287,230,159,True,0.09739822773706346,0.10230425739926952,0.8550939362673532,0.843653457789194,0.6954996744791667,0.20302779106866745,0.09985124264799414,0.5452945780541215
15,53.3,0.0002,0.17946518262227376,2.7980466876711163,5.24972197668893,3.8524061509541103,2.399048948855627,1.6006259872799828,0.888430137577511,21.317489079066686,0.1169692873954773,230,0.11883119714092201,0.20342712104320526,0.13189172578301836,0.07566526412431683,0.13245382702286562,37.68756317120531,230,9.50649577127376,101.71356052160263,52.75669031320734,37.83263206215842,50.45234466706054,14.571308303777753,230,13.11937085438783,11.391133591778761,14.286391386889225,17.401510473459844,14.049601576628914,0.4355941716743552,230,0.4399039646689321,0.2296226504776213,0.3782913947993137,0.5594193397888115,0.40180933743366964,44.05284371166109,159,95.7419204711914,48.8072389643243,27.76507862976619,57.43807935509397,114.04037385828354,153,102.93963707817926,110.32688234117296,122.07964918348524,111.78205620094582,0.383505978786587,158,0.44291828241613174,0.35721934432203467,0.41871021345935083,0.4062826133991724,230,159,True,0.09072546946505705,0.0954693642666652,0.8712863950502305,0.859072112469446,0.7110200427827381,0.18752678235371908,0.09309741675498939,0.5729241708914439
16,53.2,0.0002,0.17475476325267836,2.75777420543489,5.2560694285801475,3.81913237344651,2.3295227164313905,1.5388346464861007,0.8453116560266132,20.841670181637717,0.11687673589457637,230,0.11826374208633329,0.20456921226448482,0.13210238952268946,0.075467429323388,0.1326006932992239,37.70624946673279,230,9.461099366906662,102.28460613224242,52.84095580907578,37.733714661694,50.58009399247972,14.550249932680238,230,13.09986418665875,11.319991537303626,14.256433524704283,17.40147235903121,14.019440401924466,0.43589512498482413,230,0.4414806999790836,0.22899654507637024,0.3778789369983876,0.5594492868653366,0.4019513672297945,44.09838993144485,159,96.5599594116211,48.79934623393606,27.776175328663417,57.71182699140686,115.08552922766194,153,103.59575483534071,112.15698856777615,121.88139272619176,112.54471204310288,0.3866760866787237,158,0.44659825497203404,0.35734050003613566,0.4270078254016963,0.4103155268032887,230,159,True,0.08251755049540883,0.08369628187446367,0.8887791230565025,0.8867658944357009,0.7326950799851191,0.16603491192772274,0.08310691627363363,0.6084197007474446
17,53.1,0.0002,0.17260198493798573,2.7408347697485063,5.254688757941836,3.8242271025975545,2.291979794275193,1.5063160388242631,0.8269619355599086,20.624001003447034,0.11666387313086053,230,0.11793943421101906,0.2042408718003167,0.131832758162884,0.07550971210002899,0.13238069406856218,37.65288502237071,230,9.435154736881525,102.12043590015836,52.7331032651536,37.754856050014496,50.51088748805199,14.534252376675354,230,13.07380547641417,11.307101274331217,14.254549684840768,17.374040642248428,14.002374269458645,0.4357063042728797,230,0.4425274679358576,0.22966307898362479,0.377464123228763,0.5579357940171447,0.4018976160413475,43.9725982618032,159,96.26409912109375,48.587542797656766,27.82209300994873,57.55791164289975,116.38944513657513,153,104.75376807318793,114.11112280951606,122.12592852557147,113.66360646942515,0.3911581156956281,157,0.4484306491083569,0.3577490000727963,0.4397693021369546,0.4153163171060359,230,159,True,0.07181286590972118,0.07475196413607114,0.904687188636689,0.8960330890757697,0.7529459635416667,0.14717076619466146,0.07328241494972082,0.6229677242892129
18,53.0,0.0002,0.16996619197584334,2.72502175512768,5.250745033082508,3.8360598337082634,2.2598378533408754,1.469919422694615,0.8085464175258364,20.343662756965273,0.11657368352879649,230,0.11771346717863015,0.20447969105508593,0.13174637827150365,0.07553239758791667,0.1323679835232841,37.64061764692483,230,9.417077374290413,102.23984552754297,52.69855130860146,37.76619879395834,50.5304182510983,14.514578065795746,230,13.048466010471564,11.280818100930889,14.243099865737419,17.34880568039009,13.980297414382491,0.43541941850081733,230,0.44320275540083226,0.2292712496386634,0.37672775349718457,0.5572003668972424,0.4016005313584807,43.915394369161355,159,96.53739929199219,48.44858863505911,27.84899606023516,57.61166132909548,117.47816389993905,153,104.89590454101562,115.71389723883735,122.51565156159577,114.37515111381624,0.39130387210382067,157,0.4492081966665056,0.35614777994441227,0.4428507932504915,0.41606892328713646,230,159,True,0.07416828455226053,0.07462927550964413,0.8997024013882592,0.8999166870401019,0.7538132440476191,0.14399390447707403,0.07439877991342829,0.622021849666323
19,53.2,0.0002,0.16803207684840474,2.7087477025531586,5.258412806193034,3.8247902972357615,2.2214233029456367,1.4495484056926908,0.7895634760459264,20.112427252814882,0.11676289766379025,230,0.11756022673257639,0.20489012863900927,0.13233050600962437,0.07545735075005464,0.13255955303281616,37.73121962469557,230,9.404818138606112,102.44506431950464,52.93220240384974,37.728675375027315,50.62769005924695,14.478818273149603,230,13.020314319777762,11.25094725126142,14.189144652583387,17.332995777071368,13.948350500173484,0.43484910661759585,230,0.4435957275645834,0.22833743360307482,0.37552646278066837,0.5565263118062701,0.4009964839386492,44.07386601046196,159,96.77884928385417,48.633545490021405,27.949674572263444,57.787356448713005,118.26388477499968,153,105.709718492296,117.11569048563639,122.26990297105577,115.03177064966273,0.3926076617249092,157,0.4472520682546828,0.3549770491712905,0.4490054010077276,0.41707817281123366,230,159,False,0.10739864976633162,0.11081500864986862,0.867652134952091,0.8625390406875383,0.7182396298363095,0.18111592020307268,0.10910682908835866,0.6004719307734853
20,53.3,0.0002,0.16643746647806396,2.705114347594125,5.25980620157151,3.837529795510428,2.207741491567521,1.4356569415047056,0.7848371061540785,19.93069100607009,0.11682158310128295,230,0.1174276379317465,0.2043485873275333,0.13274754377755713,0.07525348962683763,0.13244431466591863,37.7607086174514,230,9.394211034539719,102.17429366376665,53.09901751102285,37.62674481341882,50.57356675568701,14.451942662075092,230,12.996277483191525,11.258781290837362,14.139983449740607,17.334350626384282,13.932348212538443,0.4345871895551682,230,0.44386864380097724,0.2272062765227424,0.3745964210718236,0.5568474967564855,0.4006297095380072,44.10746937877727,159,96.2818357679579,48.740977023510226,27.94462980542864,57.655814198965594,119.04315557043537,153,106.62667253282335,118.46517634921604,122.07586811206959,115.72257233136965,0.3922234790571698,157,0.4466701000928879,0.35224295712690407,0.45274476557797577,0.4172192742659226,230,159,False,0.07776945960663614,0.07741857154206151,0.895706369763329,0.8933928796223232,0.7232305617559524,0.17476773716154553,0.07759401571182978,0.5818300785053344
21,53.0,0.0002,0.1648046839450087,2.6892795437858217,5.261256912776402,3.811930133047558,2.1814886382647924,1.4253158989406767,0.7664059001775015,19.77650975272769,0.11702190483717814,230,0.11733596210538501,0.20425641371144188,0.1333082726502672,0.0752660616167954,0.13254167752097237,37.84983871034954,230,9.386876968430801,102.12820685572095,53.32330906010689,37.6330308083977,50.617855923164086,14.420068634951853,230,12.969680096027206,11.249258436982982,14.090370551719076,17.321970382617046,13.907819866836578,0.4339751217028369,230,0.4438214616876253,0.22525275581412846,0.37368769341326774,0.5562327897974423,0.39974867517811596,44.19022372983537,159,95.99247487386067,48.91993437422083,27.925704785755702,57.612704677945736,119.97941379921109,153,108.08853488498264,119.67671135796441,122.46573102032697,116.74365908775799,0.3909938262217933,157,0.4437500519884957,0.3506840895861387,0.4523699227375565,0.4156013547707303,230,159,False,0.07306349158198351,0.07254373964277051,0.9007182738610676,0.8994338823216302,0.7517275855654761,0.14843288149152484,0.07280361551259246,0.6067618799351511
22,53.2,0.0002,0.16152399835132417,2.6689282905487786,5.258750722521827,3.7908100684483848,2.157638778572991,1.391183468983287,0.7462581758697827,19.4646509715489,0.11713610254228116,230,0.1173498739134258,0.20432947244909075,0.13370304293137916,0.07504305802285671,0.1326063618291881,37.8889997769957,230,9.387989913074064,102.16473622454538,53.48121717255166,37.521529011428356,50.63886808039987,14.399831871720487,230,12.943882890840268,11.235011180048769,14.054745810605583,17.333650686226587,13.891822641930302,0.4334176349899043,230,0.44371016764305005,0.22355663114123875,0.37253598044527336,0.5562900411231178,0.39902320508816996,44.219971818744014,159,95.98778703477647,49.00667709999896,27.8653176512037,57.61992726199304,120.71770003574346,153,109.08866204155817,120.99657300313314,122.19108475579156,117.42543993349427,0.39036203090807386,157,0.4419469204213884,0.34854534430865275,0.45455655932892114,0.4150162746863208,230,159,False,0.06647707764502792,0.06751197368083965,0.9144008148284185,0.9093538568133399,0.7658238002232143,0.13229904912766957,0.06699452553654,0.6433229897703443
23,53.0,0.0002,0.1605679856524581,2.667595471086956,5.2614098685128345,3.814602914310637,2.129802123705546,1.3876970634573982,0.7444650411605835,19.36167559396653,0.11731269375785537,230,0.1173411523267417,0.20462821424007416,0.13409929516467642,0.07506625134763974,0.132783728269783,37.962231500965096,230,9.387292186139335,102.31410712003708,53.63971806587057,37.53312567381987,50.71856076146671,14.375573512020551,230,12.922359610407241,11.224739460215345,14.019833595357662,17.32156004143311,13.87212317685334,0.4325937001601509,230,0.4434853502562348,0.22176548176341587,0.3715451270975965,0.5551421408142362,0.39798452498287085,44.3089041200074,159,96.1793450249566,49.137372889417286,27.86765354020255,57.72812381819215,121.18214276881,153,109.51641421847873,121.60074335734049,122.42876321298105,117.84864026293343,0.3902501941118745,157,0.44091441068384385,0.3483041231421397,0.45482339266756616,0.41468064216451656,230,159,False,0.07287504854390309,0.07302609133933272,0.9018419518357231,0.9021461847282591,0.7579020182291667,0.14077853248232886,0.0729505700369676,0.6372815343595687
24,53.1,0.0002,0.15799202550025213,2.6632074287959506,5.26482948575701,3.826102693875631,2.115870922520047,1.3735440240019843,0.7356897471916108,19.11479840505691,0.11754709640922753,230,0.11731874218709032,0.20487834844324324,0.13472216893383798,0.07497165112623147,0.13297272767260077,38.05688176984372,230,9.385499374967226,102.43917422162161,53.88886757353519,37.48582556311573,50.79984168330994,14.350078795083098,230,12.899840911844189,11.20361815015867,13.97578632355513,17.322731077902947,13.850494115865235,0.43151759135982265,230,0.4430082452968812,0.2201820926533805,0.36989350426704326,0.5543541493160384,0.39685949788333585,44.43431868643131,159,96.39172787136502,49.33164324658982,27.8635116985866,57.862294272180485,121.60466566896127,153,109.73772260877821,122.54935658772787,122.00800464771412,118.09836128140672,0.38707100343006323,158,0.4414857261710697,0.3453461639583111,0.4494783198968931,0.4121034033420912,230,159,False,0.059775081365591,0.06220599679453742,0.9277539900371007,0.9192850707542328,0.776142810639881,0.1225089118594215,0.0609905391754139,0.6523885329564413
