epoch,train_time_s,lr_G,train/G_L1,train/G_total,val/mae_norm,val/mae_norm__n,val/mae_norm/brain,val/mae_norm/spine,val/mae_norm/abdomen,val/mae_norm/musculoskeletal,val/mae_norm__macro,val/mae_hu,val/mae_hu__n,val/mae_hu/brain,val/mae_hu/spine,val/mae_hu/abdomen,val/mae_hu/musculoskeletal,val/mae_hu__macro,val/psnr,val/psnr__n,val/psnr/brain,val/psnr/spine,val/psnr/abdomen,val/psnr/musculoskeletal,val/psnr__macro,val/ssim,val/ssim__n,val/ssim/brain,val/ssim/spine,val/ssim/abdomen,val/ssim/musculoskeletal,val/ssim__macro,val/mae_band_soft,val/mae_band_soft__n,val/mae_band_soft/spine,val/mae_band_soft/abdomen,val/mae_band_soft/musculoskeletal,val/mae_band_soft__macro,val/mae_band_bone,val/mae_band_bone__n,val/mae_band_bone/spine,val/mae_band_bone/abdomen,val/mae_band_bone/musculoskeletal,val/mae_band_bone__macro,val/dice_bone,val/dice_bone__n,val/dice_bone/spine,val/dice_bone/abdomen,val/dice_bone/musculoskeletal,val/dice_bone__macro,val/n_samples,val/n_bone_eligible,is_best
10,44.3,0.0002,0.17720742523670197,18.105072044190905,0.0826789880576341,230,0.07803231650884722,0.11743173251549403,0.09819690665190524,0.05693710648587772,0.08764951554053105,27.20916967741821,230,6.242585320707778,58.71586625774702,39.2787626607621,28.46855324293886,33.17644187053894,16.070024166473857,230,15.098315101156008,14.590813670929716,15.629354770423628,18.279437761584322,15.899480326023419,0.624663020864777,230,0.6559009384101545,0.4837152262528737,0.556583232068001,0.7219869164483887,0.6045465782948545,30.49477230527866,159,52.5205332438151,34.368686858643876,20.452275582722255,35.78049856172708,152.45766294392106,153,97.24991946750217,172.923742251926,127.54882134331598,132.57416102091472,0.29367291302206144,155,0.39153387149175006,0.25189177922331274,0.34854542567498153,0.33065702546334813,230,159,True
11,44.1,0.0002,0.17436127570413407,17.917572475615003,0.08189226558189029,230,0.07656767387205446,0.11966500100162294,0.0977214423424386,0.05600206517348332,0.08748904559739983,27.025134561016507,230,6.125413909764357,59.83250050081147,39.088576936975436,28.001032586741662,33.26188098357323,16.101151860795987,230,15.128002622734222,14.385334576632744,15.658358668758785,18.353982423498696,15.881419572906111,0.6274221674255703,230,0.6596820220141344,0.4828704065746731,0.5586426759019811,0.7252041026949883,0.6065998017964442,30.313361941643482,159,53.628446367051865,34.13911123478666,20.14450134549822,35.97068631577891,152.88654786153558,153,100.73252190483942,173.8903951856825,126.57247331407335,133.73179680153177,0.3014185526442053,155,0.39878546115424895,0.25972556610371533,0.3562232301466995,0.3382447524682213,230,159,True
12,44.0,0.0002,0.17185501271770115,17.741455986386253,0.08121107696029155,230,0.07541466706340581,0.1205469924542639,0.09725932677851078,0.05530011946601527,0.08713027644054894,26.852916551672894,230,6.033173365072465,60.27349622713195,38.903730711404314,27.650059733007634,33.21511500915409,16.125968970877764,230,15.146446320761989,14.254621793357664,15.688714339816958,18.40257911508521,15.873090392255456,0.6295609768318093,230,0.6630285810416853,0.4813409315215217,0.560182309848197,0.7274069626416478,0.6079896962632629,30.085563251807255,159,53.974861992730034,33.878020306851,19.88030161176409,35.91106130378171,154.08046901927275,153,103.61321512858073,175.5339808146159,126.73582500881619,135.2943403173376,0.30553085567700045,155,0.40524033705393475,0.2617021429671339,0.36358374895321,0.34350874299142625,230,159,True
13,44.1,0.0002,0.17008678341905276,17.533782790956042,0.08070306973936765,230,0.07443149602958854,0.12172357158528434,0.0971190177617555,0.05450660728716424,0.08694517316594816,26.732117571584556,230,5.954519682367083,60.861785792642166,38.8476071047022,27.25330364358212,33.22930405582339,16.14458928922451,230,15.155923014889463,14.122662934722662,15.693719329751557,18.47984676884527,15.863038012052238,0.6306114334127177,230,0.6656906755877213,0.4787546528710259,0.5603552352874837,0.7284715665238244,0.6083180325675138,30.000877464342416,159,54.743259006076386,33.798936316307554,19.649110215050833,36.063768512478255,153.9631248922909,153,104.3038567437066,176.3564414130317,124.91747538248698,135.19259117974175,0.3123819345187756,155,0.41490017126003903,0.2630684964520776,0.37931104880516175,0.35242657217242607,230,159,True
14,44.1,0.0002,0.16793962081982977,17.352427478063674,0.08036862969722437,230,0.0734949837845396,0.12188991655906041,0.09744717168839688,0.05374281417711505,0.08664372155227798,26.67290689067348,230,5.879598702763168,60.944958279530205,38.978868675358754,26.871407088557525,33.168708186552415,16.152214976695042,230,15.178032063697318,14.052263827040615,15.661296188249777,18.548874142473316,15.860116555365256,0.6310411256292592,230,0.6678562458132354,0.4746570818954044,0.5595049461785783,0.7295765493597303,0.6078987058117371,29.967585083823533,159,54.84596676296658,33.87719438431111,19.406715273857117,36.04329214037827,154.6427974825591,153,105.40836249457465,178.173597462972,123.63053667986834,135.73749887913831,0.3152737357863976,155,0.4249267222152816,0.26037407511561783,0.3905309932651343,0.3586105968653446,230,159,True
15,44.2,0.0002,0.1663056021999745,17.174401119777134,0.08008227855291056,230,0.07277948254535735,0.12122671140564813,0.09768717767710382,0.05317760182411543,0.08621774336305618,26.61268866920601,230,5.822358603628588,60.613355702824066,39.074871070841525,26.588800912057714,33.02484657233797,16.152724061374126,230,15.193724643468562,14.028279904740522,15.628013350830203,18.590791255519232,15.86020228863963,0.631085181624993,230,0.6694036432555024,0.47248877088228863,0.5582433821673088,0.730261718588216,0.6075993787233289,29.88171984114737,159,54.32813686794705,33.89806889473124,19.211102621895925,35.8124361281914,155.94920209498187,153,107.32388136121962,180.41257027520075,123.28114191691081,137.00586451777704,0.3143970134968479,155,0.42829829454421997,0.2551482203770834,0.3963558549337365,0.3599341232850133,230,159,True
16,44.0,0.0002,0.16533791256092845,17.087085501352945,0.07993457703648701,230,0.07218828068022996,0.12130443503459294,0.09811090824610376,0.052596776779474955,0.0860501001851004,26.598170833905105,230,5.775062454418397,60.65221751729647,39.2443632984415,26.29838838973748,32.99250791497346,16.144301136523605,230,15.20083495585089,13.973971210040926,15.581005722183571,18.63481608498915,15.847656993266135,0.6301273702279381,230,0.670647919178009,0.46911988655726117,0.555302178289028,0.7302287348679134,0.6063246797230529,29.914809400930345,159,54.34561030069987,34.026276892804084,19.087038823536464,35.81964200568014,156.52495225893907,153,108.47890048556857,182.2053251478407,121.73200607299805,137.4720772354691,0.314932520065697,155,0.42889653229051167,0.24859518512739273,0.4089576812564499,0.36214979955811805,230,159,True
17,44.2,0.0002,0.16347367234882854,16.899505933125813,0.07985198933469212,230,0.07165817383834173,0.1209604831205474,0.09865230088062743,0.05207618881416108,0.08583678666341941,26.603480005879764,230,5.7326539070673395,60.4802415602737,39.46092035225097,26.03809440708054,32.92797755666814,16.13155293062351,230,15.209354455779552,13.948536451535706,15.523446921996069,18.672360159850133,15.838424497290365,0.628937851605208,230,0.6717017334951482,0.4663100673092736,0.5518379316050955,0.7302736895424979,0.6050308554880038,29.962737227385897,159,54.15779368082682,34.20077705383301,18.960393445832388,35.772988060164074,157.10829516641454,153,109.23486836751302,183.95967144436307,120.33490583631728,137.8431485493978,0.3152379723821556,155,0.4302171725365851,0.24223762521084966,0.4204457342038276,0.36430017731708747,230,159,True
18,44.1,0.0002,0.162411161086389,16.804145245324996,0.07975764540226563,230,0.07124303908310306,0.12010482615894741,0.09907517391950527,0.05164273006708494,0.08551644230716017,26.592848525908977,230,5.699443126648244,60.05241307947371,39.6300695678021,25.82136503354247,32.80082270186663,16.116549507401285,230,15.213524627842968,13.949712804162012,15.469190694016968,18.696335672328416,15.832190949587591,0.6281492316204569,230,0.6726633423650769,0.4644898772239685,0.5491382717452151,0.7306396343878337,0.6042327814305235,29.94242999238788,159,53.580604553222656,34.27576194925511,18.869630438940867,35.57533231380621,158.33103499069713,153,110.84441206190321,186.40374247233072,119.45762634277344,138.90192695900245,0.31289627396111047,155,0.4318615463044908,0.23289564952416264,0.4293660887223841,0.3647077615170125,230,159,True
19,44.2,0.0002,0.1611479472191561,16.683397274925596,0.07961355651850285,230,0.07095711465767572,0.11993491815196143,0.09920114322387158,0.05122930593123393,0.08533062049118567,26.552726496658895,230,5.676569172614057,59.96745907598071,39.68045728954863,25.614652965616965,32.734784625940094,16.10306663882984,230,15.206181138989294,13.912979361649382,15.430920262670265,18.72041334137097,15.817623526169978,0.6274622051612191,230,0.6733031856342101,0.46351897716522217,0.5470017483259769,0.7307490333914757,0.6036432361292212,29.903519684413695,159,53.494293212890625,34.25437838980492,18.808918254716055,35.5191966191372,158.98463400049147,153,111.78971099853516,188.1118923611111,118.3050238997848,139.40220908647703,0.3135645225101466,155,0.43473316563500297,0.22717806272703456,0.4405466801383429,0.36748596950012685,230,159,True
20,44.3,0.0002,0.15872611509902138,16.4342390196664,0.07944109541890414,230,0.07063229392531892,0.11922825458976957,0.09930995039324811,0.0508637401674475,0.08500855976894603,26.504162759236667,230,5.650583514025514,59.61412729488479,39.723980157299245,25.431870083723748,32.605140262483324,16.096564460528366,230,15.20219204337573,13.92088162117338,15.400333775255488,18.74883716745128,15.81806115181397,0.6268818018229111,230,0.6739173162151391,0.46325482262505424,0.5452356046818673,0.7305936557906014,0.6032503498281655,29.846210569705605,159,53.06397671169705,34.23761104015594,18.74350450720106,35.34836408635135,159.50523855171951,153,112.68131510416667,189.56032519870334,117.21741471467195,139.81968500584733,0.31222651569595866,156,0.43701233963171643,0.22195780463611617,0.44280195209748024,0.3672573654551043,230,159,True
21,44.0,0.0002,0.15755370358626047,16.328846077691942,0.07935309420623209,230,0.07033059924421176,0.1189367026090622,0.09953645299723808,0.0505514681405787,0.08483880574777268,26.490020461218514,230,5.6264479395369404,59.4683513045311,39.81458119889523,25.27573407028935,32.54627862831315,16.08243186915269,230,15.200687504156233,13.913558666451733,15.356904493103643,18.76677619214675,15.80948171396459,0.6262879764256271,230,0.6744472010874413,0.46203943755891586,0.5433182234459735,0.730896702834538,0.6026753912317171,29.83989391086986,159,52.85845608181424,34.3036849245112,18.647690074784414,35.26994369370328,160.00220494488485,153,113.44371456570096,190.49362038506402,116.94292760778356,140.29342085284952,0.31156299288375716,157,0.4382917632659276,0.2182260026181397,0.448649923088537,0.3683892296575348,230,159,True
22,44.2,0.0002,0.15629308344352813,16.20042285010928,0.07924213699348595,230,0.07010565385956999,0.11872687770260705,0.09953847345202527,0.05041128001175821,0.08469557125649013,26.463623937867258,230,5.6084523087655995,59.36343885130353,39.81538938081011,25.205640005879104,32.498230136689585,16.069263262291916,230,15.193942666506066,13.893013339655694,15.331064206753222,18.76791902702689,15.796484809985468,0.6259896389816119,230,0.6748922635132159,0.46188609467612374,0.5423831692401399,0.7307013124227524,0.6024657099630579,29.808879078559155,159,52.739596896701386,34.275982897332376,18.625232304845536,35.213604032959765,160.5496544432796,153,114.0676761203342,191.44453887939454,116.80517677024558,140.77246392332478,0.31401627714475794,157,0.44047392242484623,0.21947944604776679,0.4531763950447467,0.3710432545057866,230,159,True
23,44.1,0.0002,0.15448308299694744,16.02677379335676,0.07906484276704166,230,0.06994775664323652,0.11855020042922762,0.09938426442602848,0.050170543836429715,0.08451319133373059,26.401750997842655,230,5.595820531458922,59.27510021461381,39.75370577041139,25.085271918214858,32.42747460867474,16.065166770923707,230,15.18478909240292,13.872760234326979,15.322444273737393,18.780423712706924,15.790104328293554,0.6257495679285215,230,0.6752277898116851,0.46193132797876996,0.5414254700249814,0.7308902037995202,0.6023686979037391,29.742195171380192,159,52.63942082722982,34.184152613294884,18.606141056333268,35.14323816561932,160.7308706645093,153,114.50168100992839,191.99833306206597,116.32329827767832,140.94110411655757,0.3188838371725243,157,0.4432818326685164,0.22300628316839055,0.4606480292256244,0.3756453816875105,230,159,True
24,44.0,0.0002,0.15361003936046647,15.941454996381488,0.07902335152839837,230,0.06982686215828002,0.11924383292595546,0.09945922566855207,0.04991610587707588,0.08461150665746586,26.39361597791962,230,5.586148972662402,59.62191646297773,39.78369026742083,24.95805293853794,32.48745216039973,16.051890998453434,230,15.17247760014182,13.80546178085504,15.295958687892318,18.796781202582995,15.767669817868043,0.6254876209341962,230,0.6754078726533433,0.4612421890099843,0.5404514924008795,0.7313316762447357,0.6021083075772358,29.763114515340554,159,53.070936838785805,34.19822770991224,18.572560208184377,35.28057491896081,160.80368366116792,153,114.73345353868272,192.54112040201824,115.5863274468316,140.95363379584418,0.32454362857618196,157,0.4455008871025509,0.22727910913677224,0.4692160827785053,0.3806653596726095,230,159,True
25,44.3,0.0002,0.1522535270878247,15.82236754099528,0.07889866532514925,230,0.0697136132807379,0.11971218387285869,0.09926579274395679,0.0497970055190048,0.08462214885413955,26.353861358988546,230,5.577089062459033,59.856091936429344,39.70631709758272,24.898502759502403,32.50950021399338,16.04396879256955,230,15.164519000290207,13.756781777818288,15.287263798113987,18.796752504416304,15.751329270159697,0.6253245685411536,230,0.6756337070968789,0.46087658074167037,0.5399263761145003,0.7313158746276583,0.601938134645177,29.751094704154152,159,53.34015358818902,34.14572203412969,18.58330007961818,35.356391900645626,160.48139958599813,153,114.73966132269965,192.25131251017254,115.15516775625723,140.7153805297098,0.32854385656169083,158,0.44511451323827106,0.23420790829495478,0.4664743436816415,0.38193225507162243,230,159,True
26,43.9,0.0002,0.15061942377970333,15.66251487277803,0.07880054294415142,230,0.06960353551721069,0.11967255340682136,0.09921586347070147,0.0496237447950989,0.0845289242974581,26.321112577519987,230,5.568282841376855,59.836276703410675,39.686345388280586,24.81187239754945,32.47569433265439,16.037444171087103,230,15.158258287346703,13.745904499882904,15.271727503028233,18.805719556514596,15.745402461693109,0.6250857833934866,230,0.6759592764814135,0.4600431587960985,0.5392006822723023,0.7312744462064334,0.6016193909390619,29.731474636485743,159,53.276988135443794,34.14269180500761,18.54283114842006,35.320837029623824,160.58134106405421,153,115.10430992974176,192.34170701768664,115.22690299705222,140.89097331482688,0.3320637045176169,158,0.44587814642323387,0.2382929473877534,0.4694985337305947,0.3845565425138606,230,159,True
27,44.1,0.0002,0.14968224292000135,15.557612219310942,0.07879093105540327,230,0.06956719208351324,0.11984000189436807,0.09931231254434332,0.04944153765349516,0.08454026104392995,26.31707680662689,230,5.565375366681058,59.920000947184036,39.72492501773733,24.72076882674758,32.4827675395875,16.030593297643833,230,15.137627264235194,13.728943516056152,15.261372145767714,18.823847309834157,15.737947558973303,0.6246372137380682,230,0.6760521161724145,0.4590539104408688,0.5381634561939442,0.7312144434877804,0.6011209815737519,29.7500963031121,159,53.404209560818146,34.167129445583264,18.534236754689896,35.3685252536971,160.73725327635123,153,114.70689900716145,192.90884806315105,114.78965434321651,140.80180047117634,0.33447377147489005,158,0.4467882944477929,0.23953459063114257,0.47409007704118267,0.38680432070670606,230,159,True
28,44.2,0.0002,0.14895028645793598,15.488328170776366,0.07860526307283536,230,0.06948446996614967,0.11919723865058687,0.0990403868020215,0.049343600569825084,0.08426642399714578,26.24608140454992,230,5.558757597291973,59.598619325293434,39.616154720808595,24.671800284912543,32.36133298207664,16.03594800339543,230,15.129208448867585,13.758445314861465,15.276521998695772,18.82634223571776,15.747629499535645,0.6243181842824687,230,0.6761647664325338,0.45844073759184945,0.5374947022250358,0.7309824164424624,0.6007706556729704,29.665852510704184,159,53.02325778537326,34.04988507007031,18.553072009767806,35.208738288403794,160.85394441691878,153,114.36111365424262,193.32371605767145,114.48646347611039,140.72376439600814,0.3352520156819727,158,0.4487246854437722,0.2390176510833885,0.476833120678618,0.3881918190685929,230,159,True
29,44.1,0.0002,0.14760911468239057,15.365887868972052,0.07845880577097768,230,0.06945890726023157,0.11868921253416273,0.09886699498809398,0.049147186967145116,0.08404057543740835,26.183253462061934,230,5.556712580818526,59.34460626708137,39.5467979952376,24.57359348357256,32.25542758167751,16.037588664572848,230,15.119140803013368,13.781049602753038,15.274688933103834,18.845289101808362,15.75504211016965,0.6242892914492151,230,0.6762034326372012,0.45881454149882,0.5373301188996498,0.7310309154646737,0.6008447521250861,29.551534520755023,159,52.64322153727213,33.93579345053815,18.48107876096453,35.020031249591604,161.43365797653698,153,114.74380323621962,194.3235484653049,114.39881628530996,141.15538932894484,0.3336641692119515,158,0.4491870817210939,0.23597740906388348,0.47732778494745226,0.3874974252441432,230,159,True
30,44.2,0.0002,0.14717770665884017,15.321253944578626,0.07820154865798742,230,0.06941248424036402,0.11771520723899205,0.09854436392321232,0.048847548863185306,0.08362990106643842,26.07382954235958,230,5.552998739229122,58.857603619496025,39.417745569284925,24.42377443159265,32.063030589900684,16.05334624222843,230,15.111116955748637,13.83127791325057,15.295019359030823,18.877982337254156,15.778849141321047,0.6245819159176038,230,0.6763600614708913,0.4601902299457126,0.5373658892956186,0.7317530470235007,0.6014173069339308,29.389655898951883,159,51.98136647542318,33.779565892320996,18.39006778172084,34.71700004982167,161.64597604788986,153,115.58289337158203,194.77374343872071,114.11021084255643,141.48894921761973,0.33467914612523186,158,0.451005435652203,0.23585464216340635,0.48010311510214315,0.38898773097258416,230,159,True
31,43.8,0.0002,0.14572537686853182,14.98143881389073,0.07774633560329676,230,0.06934949438231931,0.116378472910987,0.09778859902252542,0.048541223630309105,0.0830144474865352,25.885277569941852,230,5.547959550585546,58.1892364554935,39.11543960901017,24.270611815154552,31.78081185756094,16.086334009404826,230,15.110409156390185,13.88871147000427,15.348021523763087,18.916166885636397,15.815827258948485,0.628241052834884,230,0.6767885760522224,0.46861109799808925,0.5437062018095179,0.7342423285756793,0.6058370511088772,29.136802361446357,159,51.2328732808431,33.48578586984188,18.285568646022252,34.33474259890241,161.3987898483775,153,115.82525465223524,194.6432002597385,113.58702836213288,141.35182775803554,0.33856863083164146,156,0.45222238037321305,0.240947698194989,0.4789368651898777,0.3907023145860266,230,159,True
32,44.0,0.0002,0.14393115756767136,14.605049028850736,0.07737587996475075,230,0.06923326196699915,0.1149425216846996,0.09729295414178929,0.048229828709736466,0.08242464162580612,25.735376326772183,230,5.538660957359932,57.47126084234979,38.91718165671572,24.114914354868233,31.51050445282342,16.121624606780827,230,15.124820718536439,13.96319050895237,15.390568976517368,18.959449824469623,15.85950750711895,0.6321910111800484,230,0.6773994006741215,0.47748291823599076,0.5502455088686435,0.7372884111745017,0.6106040597383144,28.961886058063627,159,50.52045355902778,33.31913360636285,18.183165039334977,34.00758406824187,160.7319011064916,153,115.57050916883681,193.88172039455839,113.00910094932273,140.8204435042393,0.34106653452974806,155,0.4546934101316664,0.24169038953726527,0.4868953947824511,0.39442639815046093,230,159,True
33,44.0,0.0002,0.14268720895051956,14.509175754728771,0.0772026689561165,230,0.0690740569638954,0.1143389559454388,0.09720650077500242,0.04796239534126861,0.08214547725640131,25.672945408717446,230,5.525924557111632,57.169477972719406,38.88260031000097,23.981197670634305,31.389800127616578,16.140122272500538,230,15.140664978691584,13.994088825855398,15.399284959840925,18.9957379201835,15.882444171142852,0.6348540842533111,230,0.6779436993766839,0.48339752356211346,0.5542978248063554,0.7397832764046532,0.6138555810374515,28.88122196917264,159,50.08947202894423,33.26757540601365,18.10994565486908,33.82233102994232,160.75471501568563,153,116.73034159342448,194.27708519829645,112.2214936150445,141.07630680225515,0.340267910979568,155,0.4528100821706984,0.23940334917854642,0.48873692158270965,0.39365011764398483,230,159,True
