epoch,train_time_s,lr_G,train/G_L1,train/G_total,val/mae_norm,val/mae_norm__n,val/mae_norm/brain,val/mae_norm/spine,val/mae_norm/abdomen,val/mae_norm/musculoskeletal,val/mae_norm__macro,val/mae_hu,val/mae_hu__n,val/mae_hu/brain,val/mae_hu/spine,val/mae_hu/abdomen,val/mae_hu/musculoskeletal,val/mae_hu__macro,val/psnr,val/psnr__n,val/psnr/brain,val/psnr/spine,val/psnr/abdomen,val/psnr/musculoskeletal,val/psnr__macro,val/ssim,val/ssim__n,val/ssim/brain,val/ssim/spine,val/ssim/abdomen,val/ssim/musculoskeletal,val/ssim__macro,val/mae_band_soft,val/mae_band_soft__n,val/mae_band_soft/spine,val/mae_band_soft/abdomen,val/mae_band_soft/musculoskeletal,val/mae_band_soft__macro,val/mae_band_bone,val/mae_band_bone__n,val/mae_band_bone/spine,val/mae_band_bone/abdomen,val/mae_band_bone/musculoskeletal,val/mae_band_bone__macro,val/dice_bone,val/dice_bone__n,val/dice_bone/spine,val/dice_bone/abdomen,val/dice_bone/musculoskeletal,val/dice_bone__macro,val/n_samples,val/n_bone_eligible,is_best
34,44.0,0.0002,0.14248213775101162,14.61090141478039,0.07707378967948582,230,0.06901848321439515,0.11436715556515588,0.09705371770294423,0.047755454533866475,0.08204870275409043,25.621955205564912,230,5.5214786571516115,57.18357778257794,38.82148708117769,23.87772726693324,31.351067696960122,16.148424132945667,230,15.142963149238575,13.989980861494768,15.40410225800943,19.019495124557587,15.889135348325091,0.6365319394547007,230,0.6782369139328809,0.4874943627251519,0.5568444725680859,0.7413695624896458,0.6159863279289411,28.825510648811388,159,50.04323705037435,33.206740440206325,18.061311755861556,33.770429748814074,160.4428215276182,153,117.16566212972005,194.06512188381618,111.61851416693793,140.94976606015805,0.3421044245516494,154,0.4514472583929698,0.2379462506064306,0.49940643055985373,0.39626664651975135,230,159,True
35,44.2,0.0002,0.14195281142989793,14.701075622013636,0.07703107570338508,230,0.06909596531743735,0.11401994443602032,0.09694738000472809,0.04771608310485525,0.08194484321576025,25.59489846990808,230,5.527677225394988,57.00997221801016,38.778952001891234,23.858041552427625,31.293660749431,16.14675820168401,230,15.126993321275213,14.013253162571832,15.410303596075265,19.018750787188573,15.89232521677772,0.6364663239406503,230,0.678101873313877,0.4884374539057414,0.5567550709907044,0.7412697811211858,0.6161410448328771,28.8124787012736,159,49.83500544230143,33.193825995668455,18.079453945159912,33.7027617943766,159.99103758070203,153,117.20989481608073,193.53999710083008,111.20629550792553,140.65206247494544,0.34288844913671357,154,0.4509304265181224,0.23835915988112882,0.5010326625779271,0.39677408299239275,230,159,True
36,43.9,0.0002,0.14136064180306027,14.648965594882057,0.07695625931348489,230,0.06917214509047254,0.11330303384198083,0.09681201409152214,0.04765465556244765,0.08173546214660579,25.553145747793756,230,5.533771607237802,56.65151692099042,38.724805636608856,23.827327781223826,31.184355486515226,16.14695388180089,230,15.112702287072333,14.060311907943342,15.416389188101617,19.01989534962548,15.902324683185693,0.6357571157424347,230,0.6778281763405867,0.4875764383210076,0.5554787630730487,0.7409847219075475,0.6154670249105476,28.747785598227065,159,49.37732272677951,33.13103632216758,18.07472484452384,33.527694631156976,160.09165047040952,153,117.74256218804254,193.714439646403,111.11184989081488,140.85628390842012,0.3418694345564763,154,0.44991730484697556,0.2364030412480153,0.5015918597130588,0.39597073526934984,230,159,True
37,44.0,0.0002,0.14080961527568953,14.626678575788226,0.07690186647131392,230,0.06919560877894851,0.11341652853621377,0.09668677510257731,0.04759349015408328,0.08172310064295572,25.528025671515774,230,5.535648702315881,56.70826426810689,38.67471004103093,23.796745077041642,31.178842022123835,16.142574766864872,230,15.093712466097298,14.052943209392357,15.420738645134923,19.019869459978548,15.896815945150781,0.634744282649911,230,0.677573133942107,0.48546478483412003,0.5536719513066272,0.740520464522498,0.6143075836513381,28.756257884907274,159,49.38042110866971,33.13649364227944,18.089121631213597,33.53534546072091,159.46404857261507,153,118.29787699381511,192.66737263997396,110.98620372348361,140.65048445242422,0.34422197964421714,155,0.4467995646927092,0.24330018044757698,0.49441626076163214,0.3948386686339728,230,159,True
38,44.0,0.0002,0.14030996206260862,14.573623593648275,0.07687295621018046,230,0.0690538592269303,0.11346232228808933,0.09672055857137163,0.04759040208799498,0.08170678554359656,25.530567962838255,230,5.524308738154425,56.73116114404466,38.68822342854865,23.79520104399749,31.184723588686307,16.141159371180105,230,15.09334897019041,14.063125831574338,15.420768213950698,19.01283096236377,15.897518494519804,0.6339496096839076,230,0.6776350652667839,0.48280664616160923,0.5522230353127134,0.7400374189019203,0.6131755414107567,28.789020892209226,159,49.4247317843967,33.17524677641848,18.109973907470703,33.569984156095295,159.17565122616836,153,118.48198615180121,192.23239466349284,110.8633563430221,140.52591238610538,0.344581983282786,156,0.4459884878661897,0.24424474310438635,0.49582502974027937,0.39535275357028515,230,159,True
39,44.0,0.0002,0.13933907037689572,14.487613423665364,0.07689473132562379,230,0.0690167559914186,0.11397309187385771,0.09672475194043302,0.047637750361380835,0.08183808754177255,25.54609465453288,230,5.521340479313488,56.986545936928856,38.689900776173204,23.818875180690416,31.25416559327649,16.1291778313219,230,15.081740653452574,14.036337248685623,15.410885557243839,18.999232806960944,15.882049066585745,0.63281347984853,230,0.6774933661373568,0.48004959358109367,0.5503476027478563,0.739141970872879,0.6117581333347965,28.849750296874618,159,49.72974607679579,33.213225963267874,18.169631106512888,33.704201048858856,158.79804977716185,153,118.61238182915582,191.72231335110135,110.621888478597,140.31886121961807,0.34354321139089505,158,0.4445315831237369,0.2464980484494659,0.48847722581870456,0.39316895246396916,230,159,False
40,44.1,0.0002,0.1387216660593237,14.425503181275868,0.0769036884136174,230,0.06900755200587527,0.11398246635993321,0.09674993708254175,0.04764242606636669,0.08184559537867923,25.550737209456123,230,5.520604160470023,56.991233179966606,38.6999748330167,23.821213033183344,31.258256301659166,16.12338187805802,230,15.075933323524405,14.039498151591417,15.404689265870974,18.9926837790521,15.878201130009725,0.6318763359733249,230,0.6774580911011763,0.47771354847484165,0.5487059792305561,0.7384687289595604,0.6105865869415336,28.878932712962794,159,49.74666765001085,33.23317084413894,18.21628987789154,33.732042790680445,158.75348391564063,153,118.50233205159505,191.90399254692926,110.21116150750055,140.2058287020083,0.3488384189230989,157,0.444062030977673,0.2526735267791715,0.4915198040793517,0.3960851206120654,230,159,False
41,43.6,0.0002,0.1387600077759652,14.443727743057977,0.07706084061090065,230,0.0690253447793739,0.11311117476887173,0.09719359581457808,0.04766063003002533,0.08174768634821226,25.608874296850484,230,5.522027582349912,56.55558738443587,38.87743832583123,23.830315015012665,31.196342076907417,16.105755517295997,230,15.061085951933611,14.09347865727437,15.379515518072525,18.97269463886618,15.876693691536671,0.6308082016913787,230,0.6773077501377589,0.47773023115264046,0.546538289557112,0.7379083005445344,0.6098711428480115,28.96870150056275,159,49.23469924926758,33.39739819790454,18.27778240612575,33.636626617765955,159.17463145536536,153,118.78552330864801,192.53542955186632,110.30481931898329,140.54192405983255,0.3481883650783396,158,0.4451213926076889,0.2520160957443608,0.49232450436933767,0.3964873309071291,230,159,False
42,43.8,0.0002,0.13858610207126254,14.425927330198743,0.0769651918793502,230,0.06906142880694127,0.112543818851312,0.09694234804904207,0.047734957155106325,0.08157063821560041,25.56663994539691,230,5.524914304555302,56.271909425656,38.77693921961683,23.86747857755316,31.110310381845323,16.106446872858275,230,15.05000961575559,14.133076218732917,15.395319413552802,18.956685485646368,15.883772683421919,0.6304474966681521,230,0.6772005394311018,0.4774382346206241,0.5461777401097277,0.7372148973601205,0.6095078528803936,28.888330849461585,159,48.878838857014976,33.275845121830066,18.31081453391484,33.48849950425329,159.64915892657112,153,119.17575158013238,192.94717661539713,110.89803066960087,141.0069862883768,0.34718913556691083,158,0.44576288925276863,0.25163683520131797,0.4900319954031147,0.39581057328573377,230,159,False
43,44.1,0.0002,0.13745585974483263,14.315396835690454,0.07690759097914333,230,0.06907365909239775,0.11232050177123812,0.09676591247478698,0.04781492573342153,0.0814937497679611,25.54346465740515,230,5.52589272739182,56.16025088561906,38.706364989914796,23.907462866710766,31.074992867409108,16.103106109768596,230,15.038734112022903,14.142368093498051,15.40552421098299,18.93863740391549,15.881315955104858,0.6298691486534865,230,0.6770710722661354,0.47717321912447613,0.545485295196797,0.7362085953354836,0.608984545480723,28.868873920080798,159,48.76935365464952,33.20999015645778,18.38370885167803,33.454350887595105,159.5921838299122,153,118.67275916205512,192.9169169108073,110.87086613972981,140.82018073753073,0.3476009601071371,158,0.4459035313791699,0.25118717434190174,0.49191808394139763,0.3963362632208231,230,159,False
44,43.7,0.0002,0.13687549630800883,14.25572992960612,0.07685615730512402,230,0.06909353519514413,0.11240738299157885,0.09657009611738489,0.04789320891723037,0.08149105580533456,25.52317376985498,230,5.52748281561153,56.20369149578942,38.62803844695396,23.946604458615184,31.076454304242525,16.098306185358226,230,15.025725543796474,14.127288067192513,15.417297802309214,18.918077196447207,15.872097152436352,0.6293196736470513,230,0.676916028412295,0.4775436686144935,0.5446771446694719,0.7354453983051437,0.6086455600003511,28.901944652293462,159,48.88201480441623,33.20294262500519,18.471329637936183,33.51876235578587,158.76808944402956,153,118.04855600992839,191.68360663519965,110.69548303109629,140.14254855874142,0.353159506486941,158,0.4473320527209176,0.25899633668082694,0.4944027542702055,0.4002437145573167,230,159,True
45,44.3,0.0002,0.1361200932945524,14.192758351280576,0.07685411697982446,230,0.06917076332258507,0.11183383481370078,0.0965758112675332,0.04786949887472604,0.08136247706963627,25.51190723689354,230,5.533661065806805,55.91691740685039,38.63032450701328,23.93474943736302,31.003913104258373,16.09558163172643,230,15.007499080382274,14.167602095952343,15.42039525018348,18.91831728944854,15.87845342899166,0.628464170642521,230,0.6766771439095618,0.47745928830570644,0.543210911941021,0.7347093341606004,0.6080141695792224,28.891970646456354,159,48.45241249932183,33.200314684117096,18.51646499974387,33.3897307277276,158.72194312600527,153,118.70565541585286,191.76494750976562,110.31965043809679,140.26341778790507,0.3540661156783912,158,0.4464470512337155,0.25890753690281043,0.49725039078787503,0.4008683263081336,230,159,True
46,43.9,0.0002,0.13513005918690135,14.09330233165196,0.07692374996840953,230,0.06931442329266542,0.11112172239356571,0.09670743516626511,0.04786685771042747,0.08125260964073093,25.52271849224749,230,5.545153863413233,55.56086119678285,38.68297406650604,23.933428855213737,30.930604495478967,16.091858819715306,230,14.992982119338306,14.223118592785536,15.417726720148167,18.916989625580417,15.887704264463107,0.6277792250332626,230,0.6763874754099779,0.47851053542561,0.5419557709643181,0.7342013163225991,0.6077637745306262,28.920485454535335,159,48.001863691541885,33.28252553939819,18.531839523996627,33.272076251645565,158.424508562275,153,118.87755160861545,191.3966889275445,110.0620341124358,140.11209154953193,0.35585636274500076,158,0.4481914159324434,0.26083407327733055,0.49882167420582846,0.40261572113853417,230,159,False
47,43.6,0.0002,0.13478501556175096,14.07503352846418,0.07692297562632872,230,0.06933279175468733,0.11086323940091664,0.09680327127112988,0.047721062953184755,0.08118009134497965,25.516033030236546,230,5.546623340374987,55.43161970045831,38.72130850845195,23.860531476592378,30.890020756469408,16.092950109221878,230,14.992056196360902,14.247573986580903,15.409326113511733,18.93281633267994,15.89544315728337,0.6276138804529025,230,0.6763281801217039,0.47940096590254044,0.5413782400019626,0.7344237225396293,0.607882777141459,28.935043035063355,159,47.82725355360243,33.36011793258342,18.470990623746598,33.21945403664415,158.3397565355488,153,119.16778564453125,191.11581666734483,110.24165146439164,140.17508459208923,0.357635235622425,158,0.4499158610900243,0.2627802322085406,0.5003314800560474,0.40434252445153746,230,159,False
48,43.9,0.0002,0.13428604695059004,14.028070336296445,0.07690793893745412,230,0.06933728802267095,0.11076591826147503,0.09671806290428689,0.04781227372586727,0.08115838572857503,25.511414163786434,230,5.546983041813676,55.38295913073752,38.68722516171476,23.906136862933636,30.8808260492999,16.085876805959415,230,14.983650427129353,14.255773415111772,15.405947312576773,18.918776373683194,15.891036882125274,0.6272266535655312,230,0.6762249343831774,0.4794799288113912,0.5409509951763964,0.7336686977318355,0.6075811390257001,28.943126468538487,159,47.79684914482964,33.344423162176255,18.525173016956874,33.222148441320925,158.38527739281747,153,118.95407952202692,191.23048400878906,110.2151326779966,140.1332320696042,0.3582788265915882,158,0.45237234897083706,0.26361818664321696,0.5003609304091826,0.4054504886744122,230,159,False
49,43.8,0.0002,0.13371126304070155,13.966682847340902,0.07673501151249461,230,0.06939551110943439,0.11020043823454115,0.0962646696716547,0.04788015117602689,0.08093519254791429,25.435931685826052,230,5.551640888754751,55.100219117270576,38.50586786866188,23.940075588013446,30.774450865675163,16.087120158807313,230,14.970105186472386,14.288060500030964,15.427007666738396,18.90051612700812,15.896422370062467,0.6272774202668149,230,0.6760384583137404,0.4798914160993364,0.5415133256861504,0.7331035850303513,0.6076366962823947,28.84879074456557,159,47.54868486192491,33.187229836240725,18.561070714678085,33.09899513761457,158.26842847836562,153,118.57766638861762,190.82227037217882,110.62715233696832,140.0090296992549,0.35983783662720004,158,0.45475224488311344,0.26631700800060826,0.49989511141237536,0.40698812143203233,230,159,True
50,44.3,0.0002,0.13413310295769146,14.023193479719616,0.07666105958430663,230,0.06943579091572426,0.11087080587943395,0.09597111501275225,0.04791036580822298,0.08104701940403336,25.405730808558673,230,5.554863273257941,55.43540293971697,38.3884460051009,23.95518290411149,30.833473780546825,16.083374787922974,230,14.95778635629276,14.232418561402662,15.436005444517818,18.894590912289285,15.880200318625631,0.6270748549181482,230,0.675915905707319,0.4800389309724172,0.5413342064365427,0.7327039561101368,0.6074982498066039,28.840715756206393,159,48.027136908637154,33.12975699850853,18.557721699987137,33.23820520237761,157.81018998887805,153,117.65426296657986,189.86428705851236,111.07934937653718,139.5326331338765,0.3632161132600807,158,0.45551825563112897,0.2721107972620596,0.49968174016144723,0.40910359768487864,230,159,True
51,43.9,0.0002,0.1322229900175617,13.82825527191162,0.07657013984963945,230,0.06945133636849866,0.11092307418584824,0.09579346424087565,0.04780703530247722,0.08099372752442494,25.365515949285548,230,5.556106909479894,55.46153709292412,38.31738569635026,23.903517651238612,30.80963683749822,16.088763360674996,230,14.95068764729047,14.240890544340159,15.44508317869978,18.90912350537116,15.886446218925393,0.6268821577663007,230,0.6757969591819065,0.47955379883448285,0.5409971183918892,0.7327071226068905,0.6072637497537923,28.785470782585865,159,48.004020267062714,33.07898888689407,18.489798511777604,33.19093588857813,157.68552874895482,153,117.7420391506619,189.59863577948676,111.15426529778375,139.49831340931078,0.36353497179497707,158,0.45542894966072506,0.272462831527215,0.5000111011540866,0.4093009607806756,230,159,True
52,44.0,0.0002,0.13178601399773643,13.801620928446452,0.07655475923548574,230,0.06940381144973594,0.11120461506976022,0.09574750608744774,0.04783601613183107,0.08104798718469375,25.365865640990112,230,5.552304915978875,55.60230753488011,38.299002434979094,23.918008065915533,30.842905737938402,16.08480194798882,230,14.945798583035831,14.215647274094197,15.443465894007273,18.90582373461343,15.877683871437682,0.6261833540771319,230,0.6757053812624703,0.47873860597610474,0.5398822499716536,0.7319555431604385,0.6065704450926668,28.813874448620297,159,48.180271572536896,33.087809998938376,18.527311665671213,33.26513107904883,157.46045270932265,153,117.52415296766493,189.31894209120009,111.01902036313658,139.28737180733387,0.3627959172894487,159,0.45339765979184043,0.27178228871421295,0.5010077994957101,0.4087292493339212,230,159,True
53,44.1,0.0002,0.13157561527831213,13.781154332842146,0.07661046832799911,230,0.06938802516481406,0.11119741035832299,0.09586907249498874,0.04788193608900266,0.08108411102678212,25.39079854718369,230,5.551042013185125,55.5987051791615,38.3476289979955,23.94096804450133,30.859586058710864,16.075843047440728,230,14.932740141985416,14.209677954778519,15.43760558894991,18.89638078350186,15.869101117303927,0.6256738020026166,230,0.6754743519803168,0.4790619479285346,0.5391351171630494,0.7313578022377831,0.606257304827421,28.845933320387353,159,48.167808532714844,33.14112540508838,18.53084523337228,33.279926390391836,157.78638326108845,153,117.58738454182942,189.47638566758897,111.66954570346408,139.5777719709608,0.36253414826127905,159,0.4521211799648073,0.272179043591716,0.4998037295756928,0.40803465104407205,230,159,False
54,43.9,0.0002,0.13000768706912086,13.61845323471796,0.07652596125946097,230,0.06925972642927943,0.11010227186812295,0.09588645053829284,0.047844352067581246,0.08077320022581912,25.36446898981281,230,5.540778114342354,55.05113593406148,38.354580215317135,23.922176033790624,30.717167574377896,16.084928997954375,230,14.941828174337184,14.283600384499197,15.440589872812653,18.90528602940508,15.892826115263528,0.6253484863301982,230,0.675583025099526,0.4799165791935391,0.5384167458148713,0.7309523884739194,0.6062171846454639,28.79457632100807,159,47.492362552218964,33.13569422985645,18.502698472567968,33.04358508488112,158.05942390790952,153,117.94632297092014,189.7212692260742,111.97519853379991,139.8809302435981,0.36137754406996725,159,0.4531516598330604,0.2712074757400068,0.4979850330190467,0.4074480561973713,230,159,True
55,44.4,0.0002,0.13070615246182396,13.692071001870291,0.07647431915544946,230,0.06910631238994464,0.11072172390090095,0.09587061853009335,0.047753778020186086,0.08086310821028125,25.359185448807217,230,5.528504991195571,55.36086195045047,38.348247412037345,23.87688901009304,30.778625840944105,16.086035326732368,230,14.948671896581233,14.257625977272758,15.43515998160972,18.91444193615015,15.888974947903465,0.6248740240283635,230,0.6755375786566399,0.4788008431593577,0.537518230207423,0.7307488609637532,0.6056513782467935,28.809496453723067,159,47.83988232082791,33.13751232877691,18.48615779195513,33.154517480519985,157.96963323954662,153,117.71573384602864,189.6247927347819,111.92001731307418,139.7535146312949,0.3624745631826977,159,0.4508312874370151,0.27255726864677854,0.4992069768985467,0.40753184432744677,230,159,True
56,43.9,0.0002,0.1304130748269104,13.66834283556257,0.07656090755987427,230,0.06905361194111093,0.11141589035590489,0.09606333390036796,0.04774117662704417,0.08106850320610699,25.40143618538328,230,5.524288955288873,55.707945177952446,38.42533356014719,23.870588313522084,30.882039001727648,16.079185877804626,230,14.943882000982535,14.224471878765485,15.42324271466149,18.91771549532562,15.877328022433783,0.624242005140885,230,0.6753657691075768,0.47695110903845894,0.5365333008639356,0.7303214520215988,0.6047929077578925,28.890131578505414,159,48.22619883219401,33.20663424755664,18.53699128968375,33.32327478981147,157.96284592073727,153,117.51959143744574,189.99677539401586,111.31350587915492,139.60995757020552,0.36519048409647004,158,0.44943471915192074,0.27482790314850286,0.5017176611082894,0.408660094469571,230,159,False
57,44.0,0.0002,0.1292285640324865,13.549491101219541,0.07669464481751556,230,0.06897967274654919,0.11129521412981881,0.09640601138643762,0.04782838474160859,0.08112732075110356,25.463886111650776,230,5.518373819723935,55.64760706490941,38.562404554575046,23.914192370804294,30.91064445250317,16.06779724974892,230,14.93839030444386,14.24976082441352,15.407758992768956,18.899829697977395,15.873934954900934,0.6236541929452316,230,0.675093305362782,0.4761472311284807,0.5355319133464326,0.730062763605799,0.6042088033608736,28.958116579355682,159,48.00862291124132,33.33420034165078,18.550858889307296,33.2978940473998,158.29595548343036,153,118.62296973334418,190.20980648464626,111.71836810641818,140.18371477480287,0.3646414697441402,158,0.4452400820122825,0.27465049350654247,0.5011374211670565,0.4070093322286272,230,159,False
58,44.1,0.0002,0.12874678103696732,13.503513395218622,0.07673490274211635,230,0.06893693393384906,0.11003790630234613,0.09660755617028856,0.04791167651170066,0.0808735182295461,25.481319206240386,230,5.514954714707925,55.018953151173065,38.64302246811542,23.95583825585033,30.783192147461683,16.06631523997824,230,14.939820810235751,14.346762718158958,15.405352714126314,18.880378715659866,15.893078739545222,0.6231581502634546,230,0.6747237574046766,0.47626286413934493,0.5346877242022372,0.7298924273678234,0.6038916932785205,28.930160516462987,159,47.117479960123696,33.37118713906471,18.552618060793197,33.013761719993866,159.05173133401308,153,120.24791802300348,190.82268405490453,112.56744568436234,141.21268258742344,0.36226575910644254,158,0.4431229299969143,0.2720230726965813,0.49913817514399333,0.4047613926124963,230,159,False
59,43.8,0.0002,0.12778432198933193,13.41310967717852,0.0767374516910185,230,0.06891615358246884,0.11017983241213693,0.09656759759688631,0.0479927556921861,0.08091408482091955,25.48692098794424,230,5.513292286597507,55.089916206068466,38.627039038754525,23.99637784609305,30.806656344378386,16.06052720827174,230,14.93516357421559,14.327615611631549,15.406615781577116,18.863468217147506,15.88321579614294,0.6225906394098116,230,0.6743023361958248,0.47552385263972813,0.5339453093549038,0.7294608471649033,0.60330808633884,28.92329018670808,159,47.1522348192003,33.35483749876631,18.554969668388367,33.02068066211833,159.3183038000967,153,120.53927273220486,190.8890870836046,113.1635035055655,141.53062110712497,0.361943630766878,158,0.44213377436002094,0.27303874591786054,0.49670154145652695,0.4039580205781361,230,159,False
60,44.2,0.0002,0.12841983877477192,13.475036219188146,0.07678549304280592,230,0.06893196924996207,0.10940347694688374,0.09668757738743691,0.048093393145661266,0.080779104182486,25.503987606290888,230,5.514557539996966,54.701738473441864,38.675030954974766,24.046696572830633,30.73450588531106,16.05095882822333,230,14.927901622505692,14.378555331781001,15.392643143376489,18.84864396125077,15.886936014728487,0.6219688871632452,230,0.6737110283173305,0.47599714001019794,0.5332583734329711,0.7287339227540153,0.6029251161286288,28.912632996181273,159,46.61640421549479,33.37912490520071,18.570058345794678,32.85519582216339,159.74168246400123,153,121.40643564860027,191.44679387410483,113.2890379163954,142.04742247970015,0.35957877736986626,158,0.44148989849620396,0.2698074416708081,0.4954990296890693,0.4022654566186938,230,159,False
61,43.9,0.0002,0.12734336171831404,13.374145830245245,0.07692094969198755,230,0.06900163259829434,0.10927015708552466,0.09696313187955542,0.04812029828982694,0.08083880496330034,25.551422134041786,230,5.520130607863547,54.63507854276233,38.78525275182217,24.06014914491347,30.75015276184038,16.044820314119892,230,14.924201397649844,14.390271236383414,15.380581749237502,18.84648656176179,15.885385236258138,0.6214923473803894,230,0.6731523208215203,0.4765692452589671,0.5326646344458803,0.7283897548913956,0.6026939888544408,29.006576208198595,159,46.531131744384766,33.52670582304609,18.602769357817515,32.88686897508279,159.444581698748,153,121.54503631591797,191.04945356580947,113.08638615078397,141.89362534417046,0.36225648093791796,158,0.44215647048420376,0.2730901959973077,0.4974951343943498,0.4042472669586204,230,159,False
62,44.1,0.0002,0.12657497252027194,13.303018372399466,0.07711486546727626,230,0.069227814648143,0.10881249109903972,0.09727626765503529,0.04817790424983416,0.08087361941301305,25.606257304225277,230,5.53822517185144,54.40624554951986,38.91050706201411,24.088952124917082,30.735982477075623,16.033233658106578,230,14.90484991481531,14.44750205578377,15.366600448144984,18.837704228302574,15.88916416176166,0.620902070791825,230,0.672466686913665,0.47768982582622105,0.5318689184620026,0.7279902632747378,0.6025039236191566,29.057942210503345,159,46.220157623291016,33.641631653968325,18.60567888191768,32.82248938639234,159.6791820900113,153,121.96468438042535,191.2246095445421,113.38921928405762,142.1928377363417,0.3622541802882252,158,0.4430466840664546,0.2733085807663218,0.4969828985298851,0.4044460544542205,230,159,False
63,43.8,0.0002,0.1270715080201626,13.359148554574876,0.07721299898365269,230,0.06925349693063279,0.10834995739989811,0.09754847097111509,0.04816581421930875,0.08082943488023869,25.64086946747873,230,5.540279754450624,54.17497869994905,39.01938838844604,24.082907109654375,30.704388488125023,16.025777570113224,230,14.902121690011407,14.494620894461596,15.34817807374535,18.83389060987525,15.8947028170234,0.6207892038252043,230,0.6723003618314233,0.4788377218776279,0.5315116517087246,0.728152793432985,0.6027006322126902,29.109928131103516,159,45.861303117540146,33.760425486463184,18.611550876072474,32.7444264933586,159.86557734869663,153,123.0328131781684,191.2792577955458,113.6482372990361,142.65343609091676,0.36514075716162564,157,0.4404786941077974,0.27761311578037945,0.49682828527875245,0.4049733650556431,230,159,False
64,43.9,0.0002,0.12596167939759437,13.239302598862421,0.07725483103776755,230,0.06924707494990927,0.10754477729399999,0.097750436673139,0.048136156684319885,0.08066961140034204,25.654363867867254,230,5.539765995992741,53.77238864699999,39.1001746692556,24.068078342159943,30.62010191360207,16.026604229377813,230,14.903415390569705,14.555227124162283,15.341592767614209,18.836959209879495,15.909298623056422,0.6206018241851227,230,0.6721097847945253,0.4811615182293786,0.5310871680366233,0.7279638818332127,0.6030805882234349,29.131936013323706,159,45.354901207817925,33.83692047443796,18.627021261623927,32.606280981293274,159.80427541296467,153,123.7229758368598,191.5151623196072,112.96634716457791,142.7348284403483,0.36651232284582724,157,0.4394792798492644,0.2782991952870203,0.4997070571740291,0.40582851077010457,230,159,False
65,44.1,0.0002,0.1262118140856425,13.270126333690826,0.07737632636790691,230,0.06924262157523296,0.10782999296983083,0.0980375062357238,0.04811309660518808,0.08080580434649391,25.70395651443497,230,5.539409726018637,53.91499648491541,39.21500249428952,24.05654830259404,30.681489251954403,16.01400659517196,230,14.898024072133211,14.515717493991982,15.318784083557594,18.836690115495553,15.892303941294585,0.620341127851735,230,0.6717542158046239,0.48215670386950177,0.5305508365656467,0.7280843055674008,0.6031365154517933,29.211271262018936,159,45.5296762254503,33.97108558898277,18.598982129778182,32.69991464807042,159.7734055363275,153,123.79044257269965,191.50749248928494,112.88042110866971,142.72611872355142,0.36847063508010797,157,0.43875083658430314,0.2813595416481131,0.5002866847623538,0.40679902099825666,230,159,False
66,43.8,0.0002,0.1258268488659745,13.236405831291561,0.0773942635840048,230,0.06922535962936743,0.10743149369955063,0.0981451660949499,0.04809198275740657,0.08072350054531863,25.710763159653414,230,5.538028770349395,53.715746849775314,39.25806643797996,24.045991378703288,30.63945835920199,16.009604777648583,230,14.899546339617823,14.517986680118971,15.310780804265224,18.829750589719772,15.889516103430449,0.6203757709783057,230,0.6718282158106146,0.4829411274856991,0.5302849852658332,0.7284529507160187,0.6033768198195414,29.218872700097425,159,45.26973639594184,34.02335254182207,18.574607014656067,32.622565317473324,160.0309699064766,153,124.47545539008246,191.64192835489908,113.27195824517145,143.1297806633843,0.3684824377614975,157,0.4371669756041633,0.28162286292860267,0.5001417242622536,0.40631052093167314,230,159,False
67,44.0,0.0002,0.12481111848638171,13.14601622536069,0.07734589644748231,230,0.06912582543429355,0.10729809767670101,0.09808664463777492,0.0481391982508025,0.08066244149989299,25.70187616267282,230,5.530066034743483,53.64904883835051,39.234657855109965,24.06959912540125,30.6208429634013,16.008446000796383,230,14.907032025439324,14.515166470351991,15.309406172181871,18.818261213548432,15.887466470380405,0.6201588669548864,230,0.6718117896939667,0.48390617304378086,0.5298424410693189,0.7281706663114684,0.6034327675296337,29.212411166736914,159,45.09015655517578,34.0286270709748,18.576268247195653,32.56501729111541,160.0191807965048,153,125.41206953260634,191.18359858194987,113.8463363647461,143.48066815976742,0.3688752481759864,157,0.43473588426907855,0.2840049949755548,0.4977202047760199,0.40548702800688446,230,159,False
68,43.9,0.0002,0.12470282035924139,13.04499219712757,0.07716391244498284,230,0.06900123971134005,0.10748025195466147,0.09778916122431451,0.04801979321720345,0.08057261152687988,25.639194989010043,230,5.520099176907204,53.740125977330734,39.1156644897258,24.009896608601725,30.596446563141367,16.020931596997116,230,14.915881985769513,14.492937500001078,15.327610699819427,18.83133576851188,15.891941488525475,0.6218843050625014,230,0.6725850814664868,0.486942771408293,0.5322909894141745,0.7296787755829948,0.6053744044679873,29.174018116117274,159,45.176384396023224,33.95900624863645,18.570264884403773,32.56855184302115,159.4060435824924,153,125.2137680053711,190.38678758409287,113.4701828426785,143.02357947738082,0.37035481614553056,157,0.4304905848370658,0.2874808166196327,0.4968402811126517,0.4049372275231167,230,159,False
